begin_age	end_age	events
2.4001	2.6001	['-', 'Warring States Period', 'Warring States Period', 'Classical period', 'Battle of Thermopylae', 'Grand Canal', 'West African Iron Age', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'TOP', 'Confucius', 'Yayoi', 'Mainland Southeast Asia Late Prehistoric', 'TOP', 'Island Southeast Asia Late Prehistoric (Indo-Malasyaian Archipelago Early Metal Phase, Sa Huynh-Kalanay)', 'Somoan', 'Melanesian', 'Celtic', 'Scandinavian Iron Age (Roman Iron Age, Migration Period)', 'TOP', 'TOP', 'Harder', 'TOP', 'Plains Woodland', 'Central Coast Regional Chiefdoms', 'South Andean Ceramic', 'Roman Republic', 'Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic']
2.6001	2.8001	['Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka']
2.8001	3.0001	['King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)']
3.0001	3.2001	['Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period']
3.2001	3.4001	['Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec']
3.4001	3.6001	['Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition', 'Late Bronze Age', 'Mycenaean Period', 'Late Bronze Age', 'Mitanni period/ Kassite Interregnum', 'Bronze Age', 'Late Xiajiadian', 'Shang and Zhou Dynasties', 'Shang Dynasty', 'Shang Dynasty', 'Late Xiajiadian (Xiajiadian Shangceng)', 'TOP', 'Nicoya']
3.6001	3.8001	['Middle Bronze II c', 'Middle Bronze II b ', 'Alishar Becomes Part of the Hittite Kingdom', 'Hittite kingdoms', 'Minoan (Crete) - Neopalatial', 'Wadi Suq period', 'Early Dilmun (Barbar)', '--', 'Hyksos conquer Egypt', 'Sobeknofru, first female pharoah, dies', 'Hammurapi inherits kingship of Babylon', 'Middle Bronze II b ', 'Middle Bronze II a ', 'TOP', 'Late Harappan', 'Western European Earlier Bronze Age (Tumulus Culture)', 'Northeastern European Bronze Age (Komarov, Trzciniec, Textile Pottery)', 'Scandinavian Bronze Age', 'Late Sierra Nevada', 'Preclassic Maya']
3.8001	4.0001	['Shamshi-Adad I', 'Localization era begins', 'Vedic (Ganges Neolithic)', 'Middle Kingdom', 'Menthotpe I regains Double Crown', 'Dry Sahara desert', 'North African Protohistoric', 'West African Neolithic', 'Middle Bronze Age', 'TOP', 'EB4 (Early Bronze 4/ Intermediate Bronze/Middle Bronze Age 1)', 'Amuq Phases K-M', 'Canaanite and Amorite dynasties', 'Middle Helladic culture', 'Minoan (Crete) - Protopalatial', 'Middle Bronze Age', 'Assyrian / Babylonian period', 'Old Assyrian / Babylonian period', 'Fall of Ur to the Amorites.', 'Umm-an-Nar Period', 'TOP', 'Mumun', 'Mumum (New Guinea)', 'TOP', 'TOP', 'Wessex culture in British Isles', 'Andronovo', 'Scythian', 'TOP', 'Tarya Neolithic', 'Eastern Arctic Small Tool', 'Kodiak (Kachemak)', 'TOP', 'TOP', 'Highland Mesoamerican Early Preclassic', 'Highland Mesoamerican Early Preclassic', 'Highland Mesoamerican Early Preclassic', 'Highland Mesoamerican Early Preclassic']
4.0001	4.2001	['Ur III', 'Ur-Nammu founds the third dynasty of Ur.', 'Top', 'Top', 'Xia Dynasty?', 'Formative', 'Coastal Andean Early Formative', 'TOP', '4.2 ka climate event', '--', 'Death of Pepi II; disintegration of Memphite regime', '4.2 ka Cool (Ultra-Dry) event', 'Late', 'TOP', 'Late Arabian Pastoral', 'Early Dilmun (Barbar)', 'Early Xiajiadian (Xiajiadian Xiaceng)', '4.2 ka']
4.2001	4.4001	['Naram-Suen', 'EB3 (Early Bronze 3)', 'Akkadian', 'Sargon', 'Longshan', 'Longshan']
4.4001	4.6001	['Mes-Ane-pada', 'Alishar Grows in Size', 'Ganges Neolithic (Ganges Neolithic \xd0 Chalcolithic) ', 'TOP', 'Jomon (IMiddle)', 'Bell Beaker people', 'TOP', 'Bell Beaker people', 'Ertbolle', 'Highland Andean Late Archaic (Late Preceramic, Terminal Late Archaic, Late Archaic, Transitional)', 'Khufu (Cheops)', 'Early Dynastic III Mesopotamia (Sumerian)', 'Mature Harappan', 'Large new urban centers', 'Widespread abandonment of sites', 'Kot Diji Phase']
4.6001	4.8001	['Old Kindom (pyramids)', 'Sanakhte or Nebka, establishes 3rd Dynasty', 'Historic period', 'EB3 (Early Bronze 3)', 'EB2 (Early Bronze 2)', 'Early Dynastic II Mesopotamia (Sumerian)', 'European Early Bronze Age', 'Arctic Small Tool', 'Western Arctic Small Tool', 'Amuq Phases H-J', 'Kot Diji Phase', 'Hakra Phase', 'Ravi Phase']
4.8001	5.0001	['Central African Neolithic', 'Sumerian', 'Early Dynastic I Mesopotamia (Sumerian)', 'East African Neolithic', 'Early Helladic culture (Early Bronze age)', 'Minoan (Crete) - Prepalatial', 'Copper and Bronze Age', 'Iranian Bronze Age', 'Umm-an-Nar period', 'Amri Phase', 'Central Indian Chalcolithic', 'South Indian Chalcolithic', 'Farming communities', "Old Itel'men", 'Tucaunon', 'Late East Brazilian Uplands']
5.0001	5.2001	['EB2 (Early Bronze 2)', 'EB1 (Early Bronze 1)', 'Early Bronze Age', 'Bronze Age', 'Southeastern European Bronze Age', 'Egyptian Dynasties', 'Early Dynastic', 'Unification; Menes (Scorpion King?)', 'Dry Sahara desert', 'Khartoum Neolithic', 'Harappan', 'Early Harappan (early Indus Chalcolithic)']
5.2001	5.4001	['Bronze Age', 'Dynasty 0']
5.4001	5.6001	['Gerzeans (agriculture)', 'Historic period', 'Early Bronze Age', 'EB1 (Early Bronze 1)', 'TOP', 'Kura-Araxes culture', 'TOP', 'TOP', 'Ravi Phase', 'Balakot Phase ', 'Southeast China Late Neolithic', 'Southeast China Late Neolithic', 'Middle Northwest Coast', 'Late Northwest South American Littoral', 'Late Northwest South American Littoral', 'Amri Phase', 'Hakra Phase', 'Kongmeose', 'Caucasian Bronze Age']
5.6001	5.8001	['Southeastern European Late Chalcolithic', 'Middle Arabian Pastoral', 'Late Chalcolithic Mesopotamia']
5.8001	6.0001	['Late Iranian Chalcolithic', '5.9 ka', 'Uruk period', 'Balakot Phase ', 'Eastern Central Asia Neolithic and Bronze', 'TOP', 'Hallstatt cultures', 'Corded Ware culture', 'European Megalithic', 'Corded Ware culture (Battle Axe, Globular Amphorae)', ' Scandinavian Neolithic', 'Archaic', 'Aleutian', 'Shield Archaic', 'Northern', 'Late Archaic', 'TOP', 'Eastern North America Late Archaic']
6.0001	6.2001	['TOP', 'TOP', 'Dawenkou', 'Top', 'Southeastern European Early Chalcolithic']
6.2001	6.4001	['Ubaid 4', 'Indus Stage 2', 'Developed farming communities', 'Magellan-Fuegan']
6.4001	6.6001	['Ubaid 3', 'Naqadan Culture', 'Badari (semi-nomadic)', 'Rapid drying of Sahara', 'Chalcolithic', 'Southeast Asia Neolithic and Bronze', 'Chalcolithic (Copper Age)', 'Eurasian Steppe Nomad (Yamnaya, Katacombnaya)', 'Linear Pottery culture (Linearbandkeramik (LBK) culture)', 'Linear Pottery culture (Linearbandkeramik (LBK) culture)', 'Linear Pottery culture (Linearbandkeramik (LBK) culture)', ' Eurasian Steppe Nomad']
6.6001	6.8001	['Ubaid 2', 'Middle Iranian Chalcolithic', 'Impressed Ware']
6.8001	7.0001	['Neolithic (Impressed Ware pottery)', 'Neolithic (Impressed Ware pottery)', 'Ubaid 1', 'Ubaid culture', 'Alishar', 'Ubaid culture', 'TOP', 'Neolithic', 'Calcolithic (Copper Age)', 'Middle Arabian Littoral', 'Top', 'Late Neolithic', 'Honshan', 'Yangshao', 'Painted ceramics, Hemudu', 'Jomon (Early)', 'Late Australian', 'Northwest Microblade', 'Archaic', 'Highland Mesoamerican Archaic', 'Highland Mesoamerican Archaic', 'Highland Mesoamerican Archaic', 'Highland Mesoamerican Archaic', 'Lowland Mesoamerican Archaic', 'Archaic', 'Highland Andean Early Archaic', 'Coastal  Andean Early Archaic', 'Early Parana-Pampean', 'Early Amazonian', 'Sambaqui']
7.0001	7.2001	['Ubaid ', 'Ubaid 0']
7.2001	7.4001	['Organized, permanent settlements focused around agriculture']
7.4001	7.6001	['Saharo-Sudanese Neolithic', 'Southern Mediterranean Neolithic', 'Blombos Cave', 'Iranian Chalcolithic', 'Early Iranian Chalcolithic', 'Early Indus (PreHarappan, Early Harappan)']
7.6001	7.8001	['Halafian']
7.8001	8.0001	['Amuq Phases C-G', 'Neolithic', 'Saharo-Sudanese Neolithic', 'Saharo-Sudanese Neolithic', 'Ceramic Neolithic (Late or Pottery Neolithic)', 'Ceramic Neolithic', 'Chulumn (Pissalmun, Comb-Pattern)', 'Neolithic', 'Southeastern European Neolithic (Karanovo, Sesklo) ', 'Kelteminar', 'Siberian Neolithic and Bronze', 'Baikal Neolithic and Bronze', 'Kamchatka Mesolithic', 'Ocean Bay', 'Late Tundra', 'Middle Archaic', 'Cascade', 'Windmiller (Early Horizon)', 'Early Southern California', 'TOP', 'Middle Desert Archaic (Southwest Archaic, Western Archaic)', 'TOP', 'High Plains Early and Middle Archaic', 'Eastern North America Middle Archaic', 'Coahuilan']
8.0001	8.2001	['Wet Sahara (no desert)', 'Halafian', '8.2 ka', 'Middle', '8.2 ka Cool event (Dry)', 'Samarra and Hassuna cultures']
8.2001	8.4001	['Bashendi pastorism']
8.4001	8.6001	['Early Khartoum', 'Halaf culture', 'Ceramic phase of Iranian Neolithic', 'Peilingang, Yangshao, Hongshan, Daxi, Majiabang', 'TOP', 'Peilingang (central)', 'Small agricultural villages']
8.6001	8.8001	['Amuq Phases A-B']
8.8001	9.0001	['Mesolithic-Neolithic transition', 'Neolithic', 'Neolithic (pre-pottery)', 'Neolithic', 'Indus Neolithic', 'Farming begins, Indus Stage 1', 'Southeast China Early Neolithic (Dapenkeng)', 'Southeast China Early Neolithic (Dapenkeng)', 'Plains Archaic', 'Early Northwest South American Littoral']
9.0001	9.2001	[]
9.2001	9.4001	['9.4 ka']
9.4001	9.6001	['TOP', 'Western European Mesolithic', 'Western European Mesolithic', 'Early Northwest Coast (Pebble Tool Tradition)', 'Early Archaic', 'Early Mesoamerican Archaic', 'Early Mesoamerican Archaic', 'Early Mesoamerican Archaic', 'Early Mesoamerican Archaic']
9.6001	9.8001	[]
